Member_number,Date,itemDescription,Quantity,Tax 5%,Total,Date,Time
4340,25-12-2015,butter milk,4,19.396,407.316,02-06-2019,17:20
2092,06-11-2015,newspapers,4,4.73,99.33,1/30/2019,13:32
3143,24-05-2015,coffee,4,16.466,345.786,01-11-2019,10:37
2209,03-10-2015,bottled beer,2,2.661,55.881,3/19/2019,14:35
2816,22-08-2015,onions,5,24.9225,523.3725,1/14/2019,12:09
2659,01-06-2015,hamburger meat,4,14.978,314.538,03-01-2019,15:32
1588,13-10-2015,sausage,5,10.235,214.935,01-06-2019,13:58
1144,15-10-2015,hard cheese,1,3.791,79.611,1/31/2019,13:19
2166,10-12-2015,sausage,6,14.031,294.651,03-11-2019,13:37
3300,06-10-2015,hamburger meat,10,16.16,339.36,2/20/2019,16:49
3944,03-01-2015,onions,9,24.3315,510.9615,1/27/2019,14:55
4979,24-04-2015,coffee,7,6.377,133.917,03-10-2019,14:04
2630,21-01-2015,shopping bags,3,12.072,253.512,2/15/2019,12:31
4240,29-04-2015,yogurt,10,18.975,398.475,1/26/2019,14:51
2357,08-07-2015,soda,1,3.841,80.661,2/13/2019,18:27
1743,18-04-2015,sliced cheese,10,26.13,548.73,03-09-2019,12:45
2331,15-02-2015,sausage,1,3.987,83.727,03-06-2019,10:36
1643,28-04-2015,yogurt,5,19.375,406.875,1/24/2019,20:36
1291,20-03-2015,domestic eggs,5,13.5675,284.9175,3/13/2019,14:16
3675,04-07-2015,whole milk,9,6.1155,128.4255,3/15/2019,10:26
4134,06-11-2015,meat,6,12.318,258.678,03-05-2019,13:30
1363,21-06-2015,dish cleaner,9,8.658,181.818,03-04-2019,16:28
4212,01-05-2015,other vegetables,6,11.829,248.409,3/25/2019,20:18
1500,21-03-2015,whole milk,4,9.244,194.124,03-12-2019,20:04
2622,01-10-2015,other vegetables,1,0.699,14.679,02-04-2019,13:38
3543,18-03-2015,tropical fruit,5,9.9375,208.6875,2/22/2019,10:43
2525,24-05-2015,baking powder,7,34.2265,718.7565,2/16/2019,17:30
1264,12-10-2015,specialty bar,4,13.452,282.492,1/19/2019,15:28
3601,06-07-2015,ice cream,5,3.4475,72.3975,01-11-2019,19:07
1771,23-03-2015,frankfurter,4,13.742,288.582,01-04-2019,19:01
4694,06-02-2015,canned beer,4,11.306,237.426,03-04-2019,19:48
1122,21-12-2015,bottled water,5,5.955,125.055,1/28/2019,19:24
3507,12-08-2015,other vegetables,10,17.105,359.205,01-02-2019,13:00
4524,26-04-2015,citrus fruit,2,2.187,45.927,1/25/2019,14:29
3612,27-09-2015,sausage,5,5.2425,110.0925,01-04-2019,13:21
3262,11-06-2015,domestic eggs,3,3.876,81.396,03-10-2019,18:55
1897,25-01-2015,pork,8,20.372,427.812,3/22/2019,19:36
1656,30-10-2015,specialty cheese,1,4.8055,100.9155,1/25/2019,16:28
3953,10-01-2015,pork,4,9.076,190.596,01-08-2019,13:48
1488,21-06-2015,beef,1,4.0755,85.5855,1/22/2019,10:57
1652,17-03-2015,other vegetables,2,5.722,120.162,01-12-2019,17:13
4953,16-09-2015,chicken,7,8.827,185.367,02-04-2019,10:23
3445,30-04-2015,soda,3,5.79,121.59,3/28/2019,13:57
3180,15-03-2015,whole milk,3,12.6075,264.7575,1/23/2019,13:29
4934,06-09-2015,rolls/buns,10,48.605,1020.705,02-08-2019,13:00
2980,27-04-2015,bottled beer,8,10.168,213.528,3/19/2019,19:42
2763,13-02-2015,root vegetables,1,0.814,17.094,03-09-2019,15:36
4819,04-03-2015,pastry,9,18.2745,383.7645,01-02-2019,13:40
3169,02-07-2015,berries,7,18.6095,390.7995,1/21/2019,18:01
1850,11-03-2015,citrus fruit,3,3.1305,65.7405,3/20/2019,13:53
4285,29-12-2015,whole milk,5,16.8175,353.1675,2/27/2019,17:27
4366,13-08-2015,soda,10,45.325,951.825,03-08-2019,10:53
2253,16-06-2015,bottled water,2,6.908,145.068,1/31/2019,19:48
3398,11-03-2015,tropical fruit,2,4.327,90.867,03-08-2019,16:53
2215,22-07-2015,salty snack,6,7.038,147.798,1/13/2019,19:14
3737,03-03-2015,bottled water,7,33.439,702.219,03-09-2019,14:36
2649,28-11-2015,chocolate,1,2.372,49.812,2/22/2019,18:19
3203,07-08-2015,citrus fruit,9,44.658,937.818,3/19/2019,19:09
4261,16-02-2015,bottled water,4,16.586,348.306,1/20/2019,16:51
2435,17-07-2015,onions,6,10.197,214.137,03-08-2019,15:37
2046,21-08-2015,dessert,4,3.408,71.568,03-08-2019,20:15
4267,11-02-2015,beef,8,16.344,343.224,02-07-2019,14:38
1086,28-12-2015,rolls/buns,5,4.36,91.56,1/15/2019,19:25
1992,04-01-2015,beef,8,35.372,742.812,3/22/2019,19:35
3622,26-07-2015,soda,9,40.1445,843.0345,1/15/2019,15:42
4700,27-06-2015,coffee,1,0.639,13.419,01-08-2019,14:11
2272,16-05-2015,rolls/buns,7,6.685,140.385,1/15/2019,10:43
1663,19-05-2015,pork,1,0.9575,20.1075,1/28/2019,17:58
2519,03-06-2015,soda,10,13.83,290.43,2/14/2019,11:26
2639,30-10-2015,sausage,3,6.861,144.081,03-10-2019,17:38
1466,19-04-2015,beef,1,1.3535,28.4235,01-12-2019,20:07
4122,23-10-2015,whole milk,1,1.956,41.076,3/26/2019,11:02
3598,15-04-2015,pork,6,22.413,470.673,01-01-2019,19:07
3097,10-08-2015,berries,6,6.603,138.663,01-02-2019,18:50
1873,19-09-2015,sausage,5,15.9025,333.9525,3/16/2019,12:43
1537,01-02-2015,bottled water,1,1.25,26.25,03-03-2019,15:09
3960,25-03-2015,tropical fruit,4,4.154,87.234,1/31/2019,13:47
1136,15-06-2015,herbs,5,7.39,155.19,2/13/2019,16:59
2453,21-12-2015,yogurt,9,34.83,731.43,2/15/2019,14:15
1746,15-02-2015,Instant food products,10,39.695,833.595,02-07-2019,20:24
3572,09-06-2015,specialty chocolate,10,23.285,488.985,1/27/2019,13:58
3246,24-06-2015,coffee,1,1.7945,37.6845,2/23/2019,16:52
3207,26-11-2015,bottled beer,5,10.13,212.73,02-03-2019,15:19
1042,12-02-2015,beef,10,36.525,767.025,03-03-2019,12:25
1176,30-03-2015,whole milk,4,14.79,310.59,02-03-2019,10:02
3054,23-02-2015,frankfurter,1,1.131,23.751,3/17/2019,18:58
4486,02-12-2015,frankfurter,5,12.835,269.535,3/28/2019,15:31
1580,05-12-2015,other vegetables,10,27.275,572.775,03-02-2019,11:22
1623,02-11-2015,frankfurter,7,13.0025,273.0525,02-08-2019,13:12
4169,24-11-2015,whole milk,6,11.106,233.226,3/22/2019,18:33
2254,24-01-2015,frankfurter,1,1.079,22.659,02-09-2019,10:02
4095,01-11-2015,other vegetables,1,4.942,103.782,2/15/2019,11:21
1264,17-11-2015,bottled water,6,25.131,527.751,1/23/2019,12:10
3375,06-01-2015,pork,4,8.01,168.21,1/25/2019,11:40
3242,23-05-2015,bottled water,10,21.565,452.865,02-02-2019,18:31
2227,07-06-2015,other vegetables,8,29.028,609.588,3/30/2019,17:58
3847,03-12-2015,hamburger meat,5,16.11,338.31,3/30/2019,17:04
3897,31-05-2015,hamburger meat,3,9.777,205.317,2/25/2019,20:35
1799,27-09-2015,shopping bags,5,8.315,174.615,3/18/2019,16:10
2920,26-04-2015,whole milk,4,16.814,353.094,03-07-2019,16:54
3713,31-01-2015,ice cream,10,17.185,360.885,3/16/2019,10:11
4230,05-11-2015,pastry,1,1.93,40.53,1/29/2019,11:26
1455,18-03-2015,ham,8,26.388,554.148,02-02-2019,20:29
3687,18-03-2015,frankfurter,10,16.4,344.4,2/15/2019,12:12
3869,01-08-2015,sausage,5,9.285,194.985,01-08-2019,13:05
2988,14-10-2015,bottled beer,10,30.19,633.99,02-12-2019,16:19
4242,30-03-2015,bottled water,10,18.49,388.29,01-01-2019,19:48
4118,24-12-2015,meat,4,9.898,207.858,3/21/2019,15:25
4996,24-10-2015,dessert,10,20.545,431.445,2/28/2019,14:42
4489,04-03-2015,other vegetables,4,7.43,156.03,3/23/2019,18:59
1199,09-11-2015,beverages,1,1.148,24.108,1/30/2019,20:47
4108,12-05-2015,ham,9,34.956,734.076,02-04-2019,13:21
3484,05-06-2015,specialty bar,2,3.47,72.87,3/13/2019,19:48
1239,31-08-2015,brown bread,10,9.83,206.43,3/15/2019,18:20
4839,19-12-2015,whole milk,8,10.128,212.688,03-05-2019,20:24
4748,07-05-2015,rolls/buns,10,6.06,127.26,03-05-2019,13:44
4426,06-06-2015,bottled beer,2,9.989,209.769,2/26/2019,11:48
3571,11-12-2015,pet care,8,30.368,637.728,3/20/2019,14:14
2852,08-06-2015,citrus fruit,2,6.322,132.762,01-01-2019,15:51
3638,26-05-2015,pork,6,27.072,568.512,1/27/2019,11:17
3635,10-03-2015,other vegetables,1,4.9065,103.0365,1/21/2019,17:36
2723,07-05-2015,white wine,8,20.608,432.768,02-02-2019,15:47
3495,11-03-2015,whole milk,1,3.6985,77.6685,02-03-2019,15:53
2813,16-11-2015,pip fruit,1,1.595,33.495,01-05-2019,12:40
2799,02-09-2015,sugar,2,6.94,145.74,1/27/2019,19:48
4723,22-05-2015,tropical fruit,2,9.331,195.951,3/25/2019,17:53
3313,08-04-2015,root vegetables,1,4.4225,92.8725,2/25/2019,16:36
4748,15-12-2015,soda,8,9.672,203.112,1/28/2019,20:54
2991,16-02-2015,whole milk,3,7.275,152.775,01-08-2019,12:50
1483,01-04-2015,tropical fruit,6,25.215,529.515,1/29/2019,10:48
3950,01-10-2015,white bread,5,15.3225,321.7725,3/29/2019,14:28
1634,16-01-2015,brown bread,6,4.785,100.485,02-09-2019,17:15
2694,21-11-2015,tropical fruit,7,31.759,666.939,1/16/2019,18:03
2707,18-10-2015,domestic eggs,5,10.7275,225.2775,01-05-2019,17:29
2813,16-07-2015,coffee,7,18.998,398.958,1/27/2019,18:05
2276,11-01-2015,soda,7,34.8425,731.6925,3/14/2019,12:07
4726,06-02-2015,whole milk,7,20.4365,429.1665,2/23/2019,19:49
4353,25-05-2015,bottled beer,1,2.5735,54.0435,3/18/2019,15:52
4017,13-08-2015,pork,5,13.715,288.015,3/29/2019,16:48
1422,21-08-2015,other vegetables,5,9.8475,206.7975,1/22/2019,20:46
2714,15-03-2015,yogurt,2,3.473,72.933,03-01-2019,18:14
2769,21-07-2015,sparkling wine,5,17.98,377.58,1/17/2019,15:05
4166,30-04-2015,bottled water,3,6.8565,143.9865,3/26/2019,10:34
3614,02-03-2015,citrus fruit,6,24.951,523.971,3/20/2019,11:23
4361,05-09-2015,hamburger meat,6,11.232,235.872,02-06-2019,13:55
1922,22-09-2015,packaged fruit/vegetables,2,6.287,132.027,01-01-2019,11:43
4728,06-09-2015,other vegetables,6,24.513,514.773,1/27/2019,14:36
3646,08-08-2015,soda,5,22.8525,479.9025,2/25/2019,16:03
1155,10-08-2015,whole milk,4,7.842,164.682,1/16/2019,20:03
2119,11-06-2015,herbs,2,5.986,125.706,1/13/2019,14:55
1602,29-08-2015,citrus fruit,10,27.18,570.78,02-07-2019,11:28
1074,24-06-2015,misc. beverages,9,44.1405,926.9505,2/17/2019,19:41
2256,11-04-2015,female sanitary products,6,7.629,160.209,02-12-2019,19:01
1348,17-09-2015,soda,8,34.672,728.112,1/24/2019,18:04
3806,28-08-2015,tropical fruit,10,11.475,240.975,02-06-2019,19:20
1711,06-06-2015,soda,9,7.3395,154.1295,3/26/2019,10:31
3959,12-04-2015,white bread,5,7.08,148.68,03-11-2019,13:28
1590,15-08-2015,coffee,7,5.8345,122.5245,02-07-2019,11:36
1962,08-06-2015,tropical fruit,1,3.698,77.658,01-05-2019,11:32
1766,21-01-2015,pork,1,4.897,102.837,03-07-2019,11:44
2551,21-10-2015,citrus fruit,4,14.61,306.81,2/25/2019,17:16
2294,23-09-2015,frankfurter,6,26.244,551.124,02-01-2019,18:43
4531,29-05-2015,frankfurter,3,4.602,96.642,1/22/2019,11:00
2957,12-04-2015,frankfurter,1,3.794,79.674,01-03-2019,10:30
4415,27-01-2015,other vegetables,4,4.036,84.756,2/13/2019,12:14
1476,26-08-2015,yogurt,6,5.631,118.251,1/28/2019,16:43
3978,23-07-2015,sausage,1,3.56,74.76,01-05-2019,20:40
2062,22-09-2015,whole milk,4,7.762,163.002,3/19/2019,13:40
3252,28-06-2015,pip fruit,10,14.71,308.91,01-12-2019,16:23
3922,24-06-2015,whole milk,9,27.4275,575.9775,01-07-2019,12:08
1491,17-10-2015,root vegetables,5,12.885,270.585,1/26/2019,17:45
3526,26-08-2015,onions,6,19.818,416.178,1/23/2019,10:28
4060,11-12-2015,specialty chocolate,3,8.5905,180.4005,02-09-2019,20:31
1067,08-04-2015,hamburger meat,9,24.4395,513.2295,2/22/2019,10:49
2840,27-01-2015,photo/film,9,26.208,550.368,02-05-2019,12:34
4484,27-11-2015,rolls/buns,6,6.663,139.923,03-07-2019,10:23
2353,07-02-2015,canned beer,7,6.762,142.002,3/25/2019,18:51
3130,18-02-2015,canned beer,3,5.622,118.062,1/20/2019,13:45
4273,14-06-2015,other vegetables,2,7.204,151.284,02-04-2019,19:38
4565,30-12-2015,canned beer,10,49.26,1034.46,1/30/2019,20:23
2504,14-08-2015,curd,6,12.498,262.458,01-02-2019,15:24
4127,23-10-2015,butter,3,10.863,228.123,3/29/2019,16:54
2690,01-04-2015,other vegetables,9,9.711,203.931,3/14/2019,12:32
4129,22-09-2015,whole milk,10,44.6,936.6,02-11-2019,15:42
4511,29-06-2015,beef,8,16.968,356.328,1/30/2019,13:58
1602,04-08-2015,sausage,6,22.353,469.413,3/20/2019,15:08
4369,01-02-2015,soda,2,9.925,208.425,3/20/2019,13:02
1302,29-09-2015,fruit/vegetable juice,10,40.605,852.705,1/17/2019,13:01
3326,30-04-2015,rolls/buns,10,24.665,517.965,02-03-2019,16:40
2066,21-05-2015,pip fruit,9,29.583,621.243,01-01-2019,13:55
3483,15-01-2015,frozen vegetables,7,27.951,586.971,01-10-2019,10:33
2840,12-02-2015,beverages,7,25.893,543.753,03-02-2019,16:42
1807,18-05-2015,hamburger meat,5,20.51,430.71,2/25/2019,17:16
2067,12-08-2015,root vegetables,10,13.335,280.035,1/29/2019,11:48
3783,17-02-2015,canned beer,7,3.5455,74.4555,03-10-2019,19:35
2884,04-01-2015,frozen vegetables,2,7.239,152.019,1/13/2019,19:55
2908,15-03-2015,canned beer,5,21.4775,451.0275,3/22/2019,14:33
1330,10-07-2015,newspapers,7,28.4585,597.6285,03-01-2019,19:49
2293,08-05-2015,rolls/buns,4,12.06,253.26,2/20/2019,18:43
3718,20-05-2015,hamburger meat,4,6.354,133.434,1/14/2019,14:43
4338,25-01-2015,pip fruit,4,12.854,269.934,3/26/2019,13:54
3486,08-11-2015,canned beer,2,6.951,145.971,03-01-2019,12:15
3635,04-09-2015,grapes,3,4.083,85.743,01-07-2019,12:37
2857,18-02-2015,root vegetables,4,15.536,326.256,02-01-2019,19:54
3684,13-08-2015,citrus fruit,2,9.298,195.258,2/13/2019,15:06
3120,20-10-2015,cling film/bags,4,3.616,75.936,1/14/2019,18:03
3872,19-03-2015,frankfurter,3,9.459,198.639,1/19/2019,15:58
2777,07-04-2015,whole milk,4,10.342,217.182,03-09-2019,13:53
2702,27-05-2015,pork,3,7.851,164.871,3/27/2019,14:03
4796,29-06-2015,chicken,5,10.765,226.065,02-04-2019,16:38
1564,23-10-2015,sausage,10,29.805,625.905,3/14/2019,11:07
2740,02-07-2015,specialty bar,5,3.655,76.755,03-04-2019,12:23
1833,13-04-2015,whipped/sour cream,6,13.959,293.139,03-03-2019,10:54
1757,23-12-2015,root vegetables,7,8.484,178.164,1/27/2019,17:38
2975,24-10-2015,rolls/buns,1,2.279,47.859,02-07-2019,14:13
4032,10-08-2015,other vegetables,3,11.28,236.88,02-05-2019,11:51
3979,16-09-2015,citrus fruit,3,14.52,304.92,3/15/2019,13:05
3772,09-03-2015,whole milk,3,2.223,46.683,03-01-2019,11:30
4523,28-10-2015,frankfurter,3,7.83,164.43,2/15/2019,13:30
4004,19-04-2015,coffee,9,20.997,440.937,2/17/2019,19:11
2936,08-06-2015,ham,5,9.2125,193.4625,1/26/2019,18:53
2394,21-06-2015,canned beer,2,7.032,147.672,3/24/2019,14:22
4616,16-08-2015,canned beer,1,4.154,87.234,1/23/2019,17:16
2362,08-07-2015,canned beer,1,3.2495,68.2395,1/26/2019,10:06
3593,03-11-2015,pip fruit,10,38.78,814.38,3/14/2019,20:35
4389,27-08-2015,pork,6,16.353,343.413,3/17/2019,13:54
3206,11-08-2015,soap,7,18.1615,381.3915,01-08-2019,20:08
4601,04-01-2015,pip fruit,4,6.35,133.35,02-08-2019,15:26
4382,13-11-2015,beef,7,18.7775,394.3275,02-10-2019,12:56
2718,08-06-2015,sausage,4,9.958,209.118,3/28/2019,19:16
4691,12-10-2015,frozen chicken,1,1.5305,32.1405,1/23/2019,12:20
3735,28-11-2015,soda,2,5.789,121.569,1/17/2019,10:37
3900,20-12-2015,tropical fruit,1,1.448,30.408,02-07-2019,10:18
4959,30-06-2015,other vegetables,9,44.5365,935.2665,03-09-2019,11:23
1815,30-08-2015,beef,3,13.983,293.643,1/24/2019,11:45
2454,08-04-2015,meat,1,4.0465,84.9765,1/19/2019,16:08
4778,15-01-2015,meat,10,33.725,708.225,02-03-2019,11:25
2289,04-11-2015,bottled water,9,17.424,365.904,3/20/2019,12:24
1734,13-07-2015,rolls/buns,6,21.78,457.38,1/13/2019,19:51
4019,05-02-2015,pastry,5,21.9775,461.5275,3/14/2019,18:10
4605,28-05-2015,pork,6,29.559,620.739,1/23/2019,11:22
4864,14-11-2015,pip fruit,6,13.038,273.798,02-07-2019,17:55
4205,22-02-2015,beef,3,10.752,225.792,3/28/2019,15:30
1862,03-08-2015,beef,1,4.5805,96.1905,3/20/2019,19:44
1846,19-07-2015,rolls/buns,7,33.1065,695.2365,1/17/2019,15:27
2019,28-05-2015,citrus fruit,10,41.625,874.125,01-12-2019,11:25
2042,19-11-2015,meat,1,4.5675,95.9175,2/16/2019,15:42
1768,26-05-2015,beverages,2,7.888,165.648,1/26/2019,16:04
3847,26-03-2015,beef,2,6.087,127.827,03-09-2019,12:37
3557,20-07-2015,ham,10,41.29,867.09,3/14/2019,14:41
3975,27-02-2015,hamburger meat,3,7.995,167.895,1/25/2019,14:19
4198,18-03-2015,beef,1,0.6045,12.6945,1/26/2019,18:19
2580,04-09-2015,beef,10,32.095,673.995,1/19/2019,14:08
3474,25-08-2015,root vegetables,3,11.7465,246.6765,03-05-2019,16:38
1678,14-11-2015,citrus fruit,2,8.377,175.917,1/15/2019,10:54
4254,14-08-2015,yogurt,3,14.955,314.055,3/18/2019,11:29
4704,21-08-2015,tropical fruit,3,11.9865,251.7165,3/20/2019,19:28
3343,10-05-2015,frankfurter,10,33.235,697.935,1/15/2019,15:01
3812,24-06-2015,beef,7,10.1325,212.7825,03-03-2019,20:31
3093,13-03-2015,shopping bags,1,2.31,48.51,3/19/2019,12:16
2170,18-06-2015,canned beer,5,4.4075,92.5575,03-08-2019,15:27
4867,29-10-2015,rolls/buns,3,7.863,165.123,2/27/2019,17:36
3899,23-03-2015,other vegetables,3,14.8185,311.1885,2/23/2019,20:00
2941,03-10-2015,hamburger meat,8,35.42,743.82,3/19/2019,15:29
1958,03-07-2015,hamburger meat,2,5.567,116.907,3/27/2019,15:08
2760,08-08-2015,frankfurter,8,29.008,609.168,3/30/2019,19:26
4413,03-08-2015,bottled beer,5,3.0125,63.2625,2/16/2019,15:53
1737,15-05-2015,tropical fruit,9,8.712,182.952,1/18/2019,18:43
4202,18-02-2015,soda,6,21.063,442.323,3/30/2019,14:58
1065,13-11-2015,frankfurter,1,1.6815,35.3115,3/20/2019,19:55
3819,28-06-2015,chicken,2,1.549,32.529,1/16/2019,15:10
2854,08-02-2015,coffee,10,12.37,259.77,2/24/2019,16:44
4387,16-09-2015,whole milk,5,18.915,397.215,1/15/2019,18:22
4530,12-04-2015,margarine,6,16.743,351.603,1/22/2019,11:52
4191,03-11-2015,tropical fruit,10,36.39,764.19,02-03-2019,17:24
3102,04-12-2015,meat,9,16.794,352.674,03-06-2019,15:31
1946,25-01-2015,cream cheese ,4,12.036,252.756,2/16/2019,18:04
2156,15-05-2015,newspapers,3,2.3535,49.4235,3/14/2019,14:13
1444,16-12-2015,rolls/buns,1,4.9845,104.6745,2/27/2019,10:23
1699,14-05-2015,citrus fruit,3,13.2225,277.6725,1/18/2019,10:11
4954,04-05-2015,whole milk,5,6.9825,146.6325,1/29/2019,15:48
2207,08-04-2015,frankfurter,1,2.7725,58.2225,2/26/2019,17:46
4826,28-01-2015,ham,3,6.4455,135.3555,02-03-2019,11:46
2374,08-06-2015,frankfurter,7,5.999,125.979,1/16/2019,12:07
1604,18-08-2015,sausage,6,17.625,370.125,3/24/2019,18:14
4437,29-11-2015,domestic eggs,10,43.55,914.55,02-12-2019,14:45
2319,10-05-2015,whole milk,2,9.88,207.48,2/21/2019,11:39
3018,27-06-2015,rolls/buns,4,9.726,204.246,02-04-2019,15:44
1195,28-09-2015,whole milk,3,8.661,181.881,2/20/2019,13:06
1768,04-09-2015,sausage,4,3.594,75.474,2/23/2019,20:43
3017,28-09-2015,curd,6,14.313,300.573,2/16/2019,14:19
3384,29-11-2015,bottled water,2,4.062,85.302,1/17/2019,10:01
1918,30-01-2015,beef,10,28.02,588.42,1/14/2019,19:30
2524,17-10-2015,frankfurter,2,9.34,196.14,3/30/2019,16:34
2798,17-06-2015,chicken,3,11.0115,231.2415,03-02-2019,13:10
2096,25-01-2015,sausage,8,13.456,282.576,2/15/2019,17:10
1489,13-03-2015,pork,10,22.74,477.54,03-01-2019,10:22
1431,20-07-2015,yogurt,2,8.377,175.917,2/24/2019,19:57
2747,05-07-2015,whole milk,7,22.428,470.988,2/19/2019,19:29
3054,22-03-2015,frankfurter,4,14.694,308.574,2/23/2019,18:30
2691,09-10-2015,beef,10,29.475,618.975,02-07-2019,14:27
1752,19-04-2015,pip fruit,6,14.55,305.55,01-11-2019,13:57
3027,15-09-2015,sausage,1,1.974,41.454,02-12-2019,19:43
4452,17-06-2015,pastry,1,1.7405,36.5505,1/14/2019,10:11
4129,13-08-2015,chicken,6,14.796,310.716,01-09-2019,13:46
3523,09-11-2015,root vegetables,2,2.148,45.108,2/27/2019,12:22
2128,11-02-2015,whole milk,6,6.924,145.404,1/24/2019,19:20
4867,03-02-2015,detergent,2,4.91,103.11,01-08-2019,12:58
4762,30-10-2015,rolls/buns,2,6.483,136.143,01-08-2019,11:59
1632,29-05-2015,house keeping products,10,31.78,667.38,1/16/2019,17:59
4018,17-11-2015,yogurt,2,7.288,153.048,3/13/2019,12:51
1722,13-07-2015,tropical fruit,3,10.065,211.365,2/15/2019,10:36
1438,19-10-2015,tropical fruit,9,31.5855,663.2955,1/25/2019,13:38
3958,27-10-2015,curd,7,19.264,404.544,03-12-2019,19:39
3292,13-09-2015,beef,10,24.315,510.615,03-04-2019,12:44
2861,23-02-2015,whole milk,7,25.683,539.343,02-10-2019,13:56
1757,24-02-2015,pork,9,23.67,497.07,1/16/2019,14:42
1509,30-12-2015,other vegetables,5,21.8425,458.6925,1/29/2019,19:45
2364,11-05-2015,rolls/buns,4,5.408,113.568,01-01-2019,20:26
3084,26-10-2015,frankfurter,4,12.438,261.198,01-06-2019,19:46
1850,17-02-2015,yogurt,9,31.311,657.531,2/19/2019,19:38
1949,17-03-2015,whole milk,10,48.75,1023.75,01-12-2019,16:18
4740,02-10-2015,bottled water,8,24.164,507.444,02-07-2019,12:23
1072,23-10-2015,frankfurter,3,4.848,101.808,3/27/2019,19:11
4196,09-07-2015,rolls/buns,10,9.885,207.585,2/27/2019,18:57
4814,13-09-2015,whole milk,9,36.2115,760.4415,01-06-2019,11:18
1514,28-02-2015,rolls/buns,9,39.7755,835.2855,03-02-2019,12:40
4584,25-10-2015,chicken,7,25.1195,527.5095,3/29/2019,14:06
2751,03-02-2015,tropical fruit,4,8.6,180.6,1/31/2019,20:48
4155,24-09-2015,sausage,1,3.449,72.429,1/21/2019,20:13
4670,11-10-2015,sausage,8,6.248,131.208,1/20/2019,20:37
4566,27-07-2015,frankfurter,3,3.855,80.955,1/17/2019,17:59
2371,30-08-2015,UHT-milk,6,24.186,507.906,2/28/2019,20:18
3442,14-11-2015,rolls/buns,4,15.106,317.226,3/19/2019,15:52
3090,27-09-2015,canned beer,9,34.9335,733.6035,2/19/2019,15:14
1457,09-01-2015,yogurt,9,6.2325,130.8825,02-04-2019,12:50
4952,08-04-2015,whipped/sour cream,8,39.48,829.08,1/31/2019,10:36
3165,11-01-2015,rolls/buns,5,8.92,187.32,02-06-2019,18:33
2608,19-09-2015,rolls/buns,7,25.011,525.231,3/28/2019,16:06
2040,07-10-2015,beverages,3,1.791,37.611,1/19/2019,12:47
1327,09-08-2015,rolls/buns,3,6.807,142.947,2/17/2019,13:34
3363,07-01-2015,rolls/buns,6,5.244,110.124,1/18/2019,15:04
1731,09-09-2015,bottled beer,7,8.946,187.866,02-02-2019,20:42
2760,02-08-2015,citrus fruit,9,40.7835,856.4535,1/18/2019,15:28
3120,14-01-2015,bottled water,3,6.618,138.978,3/18/2019,13:45
1332,30-04-2015,pastry,7,12.8695,270.2595,01-11-2019,20:10
4530,12-09-2015,domestic eggs,4,4.668,98.028,02-04-2019,18:53
3145,23-02-2015,beef,8,11.4,239.4,02-06-2019,14:24
1099,13-08-2015,spread cheese,3,8.3355,175.0455,01-08-2019,11:42
3188,06-12-2015,tropical fruit,10,34.87,732.27,03-05-2019,17:49
3748,13-10-2015,packaged fruit/vegetables,4,19.452,408.492,3/16/2019,15:33
4655,31-03-2015,whole milk,7,18.263,383.523,03-09-2019,10:54
1827,01-05-2015,meat,4,4.464,93.744,03-01-2019,16:23
2485,17-02-2015,onions,3,8.4,176.4,2/28/2019,19:33
4683,15-01-2015,frankfurter,1,0.985,20.685,02-08-2019,11:39
4358,06-11-2015,beef,7,26.558,557.718,1/24/2019,10:38
1931,09-10-2015,beef,1,2.686,56.406,03-01-2019,20:03
2490,18-12-2015,sausage,10,40.975,860.475,03-10-2019,12:39
